City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
237,Baoning,CN,2021-10-11 01:17:36,25.3378,110.026,67.86,68,75,17.9,broken clouds
238,Moroni,KM,2021-10-11 01:17:37,-11.7022,43.2551,75.09,75,91,2.91,overcast clouds
239,Flinders,AU,2021-10-11 01:17:37,-34.5833,150.8552,60.39,70,100,4.0,overcast clouds
240,Mopipi,BW,2021-10-11 01:17:38,-21.1833,24.8833,61.75,68,0,20.36,clear sky
241,Charters Towers,AU,2021-10-11 01:17:38,-20.1,146.2667,84.78,35,0,7.9,clear sky
242,Mattawa,US,2021-10-11 01:17:38,46.7379,-119.9028,58.1,55,92,18.01,overcast clouds
243,Caloundra,AU,2021-10-11 01:17:39,-26.8,153.1333,89.37,60,23,7.0,few clouds
244,Lavrentiya,RU,2021-10-11 01:17:39,65.5833,-171.0,30.88,81,100,3.98,overcast clouds
245,Kutum,SD,2021-10-11 01:17:39,14.2,24.6667,82.11,21,93,7.38,overcast clouds
246,Chernaya Kholunitsa,RU,2021-10-11 01:17:40,58.8511,51.7154,43.84,97,100,6.8,overcast clouds
247,Anaco,VE,2021-10-11 01:17:40,9.4389,-64.4728,76.19,87,99,4.12,overcast clouds
248,Teya,RU,2021-10-11 01:17:40,60.3778,92.6267,22.41,83,7,3.36,clear sky
249,Porto Novo,BJ,2021-10-11 01:14:12,6.4965,2.6036,76.59,91,100,3.02,moderate rain
250,Irbil,IQ,2021-10-11 01:15:05,36.1926,44.0106,70.43,16,0,3.62,clear sky
251,Maniitsoq,GL,2021-10-11 01:17:41,65.4167,-52.9,34.36,93,100,6.93,overcast clouds
252,Orocue,CO,2021-10-11 01:17:41,4.7912,-71.3354,77.88,86,100,4.63,overcast clouds
253,Haines Junction,CA,2021-10-11 01:17:41,60.7522,-137.5108,40.95,56,13,1.14,few clouds
254,Ostrovnoy,RU,2021-10-11 01:17:42,68.0531,39.5131,42.66,94,100,6.2,overcast clouds
255,Vzmorye,RU,2021-10-11 01:17:42,54.6961,20.2361,37.49,69,0,8.9,clear sky
256,Guerrero Negro,MX,2021-10-11 01:17:43,27.9769,-114.0611,72.43,66,0,17.02,clear sky
257,Newton,US,2021-10-11 01:17:44,42.337,-71.2092,61.7,88,90,4.0,overcast clouds
258,Axim,GH,2021-10-11 01:17:45,4.8699,-2.2405,75.87,91,100,4.52,overcast clouds
259,Seydi,TM,2021-10-11 01:17:45,39.4816,62.9137,45.1,44,0,4.16,clear sky
260,Mutare,ZW,2021-10-11 01:17:45,-18.9707,32.6709,58.14,91,100,4.36,overcast clouds
261,Loudeac,FR,2021-10-11 01:17:45,48.1783,-2.7543,59.49,88,38,6.24,scattered clouds
262,Kavieng,PG,2021-10-11 01:17:46,-2.5744,150.7967,84.6,67,11,5.7,few clouds
263,Arraial Do Cabo,BR,2021-10-11 01:17:46,-22.9661,-42.0278,67.46,86,100,19.13,light rain
264,Isla Mujeres,MX,2021-10-11 01:17:46,21.2311,-86.731,80.65,75,7,7.9,clear sky
265,Lata,PT,2021-10-11 01:17:47,40.1629,-8.3327,66.06,56,4,5.12,clear sky
266,Gizo,SB,2021-10-11 01:17:47,-8.103,156.8419,84.76,69,100,6.49,overcast clouds
267,Correntina,BR,2021-10-11 01:17:47,-13.3433,-44.6367,83.1,42,100,3.74,overcast clouds
268,Acapulco,MX,2021-10-11 01:17:48,16.8634,-99.8901,82.22,78,40,0.0,scattered clouds
269,Severo-Kurilsk,RU,2021-10-11 01:17:48,50.6789,156.125,52.95,91,100,23.4,moderate rain
270,Norman Wells,CA,2021-10-11 01:17:48,65.282,-126.8329,30.24,93,75,6.91,broken clouds
271,Padang,ID,2021-10-11 01:17:49,-0.9492,100.3543,77.05,89,100,3.04,overcast clouds
272,Airai,TL,2021-10-11 01:17:49,-8.9266,125.4092,77.83,37,49,2.3,scattered clouds
273,Roald,NO,2021-10-11 01:17:49,62.5833,6.1333,49.33,87,75,11.5,broken clouds
274,Thunder Bay,CA,2021-10-11 01:17:50,48.4001,-89.3168,64.56,99,90,12.66,thunderstorm
275,Victor Harbor,AU,2021-10-11 01:17:50,-35.5667,138.6167,59.79,63,46,9.1,scattered clouds
276,Columbus,US,2021-10-11 01:17:11,39.9612,-82.9988,74.44,79,20,6.91,few clouds
277,Ende,ID,2021-10-11 01:17:51,-8.8432,121.6623,84.07,65,80,4.61,broken clouds
278,Coihaique,CL,2021-10-11 01:14:02,-45.5752,-72.0662,49.95,71,75,5.75,light rain
279,Catamarca,AR,2021-10-11 01:17:52,-28.4696,-65.7852,67.64,72,18,5.75,few clouds
280,Yurla,RU,2021-10-11 01:17:52,59.3259,54.3223,42.85,98,100,6.93,overcast clouds
281,Naryan-Mar,RU,2021-10-11 01:17:53,67.6713,53.087,30.29,95,100,10.8,light snow
282,Lampang,TH,2021-10-11 01:17:53,18.3333,99.5,79.86,87,40,0.0,scattered clouds
283,Phan Thiet,VN,2021-10-11 01:12:54,10.9333,108.1,81.37,83,100,9.73,overcast clouds
284,Hofn,IS,2021-10-11 01:17:54,64.2539,-15.2082,40.08,62,1,11.45,clear sky
285,Lichuan,CN,2021-10-11 01:17:54,30.3,108.85,53.82,93,100,2.98,overcast clouds
286,Liverpool,GB,2021-10-11 01:13:00,53.4106,-2.9779,54.82,81,75,3.0,broken clouds
287,Moron,AR,2021-10-11 01:17:54,-34.6534,-58.6198,64.09,91,100,4.0,light rain
288,Jacqueville,CI,2021-10-11 01:17:55,5.2052,-4.4146,80.51,87,100,6.73,light rain
289,Buraydah,SA,2021-10-11 01:17:55,26.326,43.975,72.05,17,0,5.75,clear sky
290,Keighley,GB,2021-10-11 01:17:55,53.8679,-1.9066,51.71,90,0,1.01,clear sky
291,Chuy,UY,2021-10-11 01:17:56,-33.6971,-53.4616,60.46,79,100,13.42,overcast clouds
292,Mandali,IQ,2021-10-11 01:17:56,33.7499,45.5541,75.85,14,0,11.48,clear sky
293,Berbera,SO,2021-10-11 01:17:56,10.4396,45.0143,86.99,69,82,5.03,broken clouds
294,Port Hawkesbury,CA,2021-10-11 01:17:57,45.6169,-61.3485,55.58,73,1,1.99,clear sky
295,Mount Pleasant,US,2021-10-11 01:16:52,32.7941,-79.8626,73.99,83,90,3.0,overcast clouds
296,Kedrovyy,RU,2021-10-11 01:17:57,56.1667,91.8167,32.41,99,100,3.71,light snow
297,Soe,ID,2021-10-11 01:17:57,-9.8607,124.284,83.97,31,100,4.32,overcast clouds
298,Cururupu,BR,2021-10-11 01:17:59,-1.8283,-44.8683,77.59,83,2,5.03,clear sky
299,Tucuma,BR,2021-10-11 01:17:59,-0.1833,-50.05,80.24,75,5,8.99,clear sky
300,Edgewater,US,2021-10-11 01:17:59,28.9889,-80.9023,78.03,80,8,9.17,clear sky
301,Saint-Philippe,RE,2021-10-11 01:18:03,-21.3585,55.7679,72.95,88,4,5.95,clear sky
302,Contai,IN,2021-10-11 01:18:03,21.7786,87.7536,78.17,92,10,7.18,clear sky
303,Emerald,AU,2021-10-11 01:18:04,-23.5333,148.1667,83.34,45,93,5.3,overcast clouds
304,Tukrah,LY,2021-10-11 01:18:04,32.5341,20.5791,75.0,58,27,4.21,scattered clouds
305,Kangaatsiaq,GL,2021-10-11 01:18:04,68.3065,-53.4641,33.04,88,94,6.55,overcast clouds
306,Atherton,GB,2021-10-11 01:18:05,53.5237,-2.4935,53.69,87,100,6.11,overcast clouds
307,Westport,US,2021-10-11 01:14:44,41.1415,-73.3579,64.89,90,90,1.01,overcast clouds
308,Lesnoy,RU,2021-10-11 01:18:05,57.6198,63.0784,25.59,70,25,4.63,scattered clouds
309,Iqaluit,CA,2021-10-11 01:18:05,63.7506,-68.5145,29.93,92,20,1.99,few clouds
310,Talnakh,RU,2021-10-11 01:18:06,69.4865,88.3972,22.41,95,99,7.96,light snow
311,Sao Jose De Piranhas,BR,2021-10-11 01:18:06,-7.1206,-38.5019,80.78,40,36,4.83,scattered clouds
312,Ponta Delgada,PT,2021-10-11 01:18:06,37.7333,-25.6667,72.32,88,75,9.22,broken clouds
313,Comodoro Rivadavia,AR,2021-10-11 01:18:07,-45.8667,-67.5,64.26,36,0,20.71,clear sky
314,Ellisras,ZA,2021-10-11 01:18:07,-23.6649,27.7443,60.33,68,39,13.62,scattered clouds
315,Chicama,PE,2021-10-11 01:18:07,-7.8447,-79.1469,59.54,86,61,5.84,broken clouds
316,Santarem,BR,2021-10-11 01:18:08,-2.4431,-54.7083,82.53,89,0,6.91,clear sky
317,Jacareacanga,BR,2021-10-11 01:18:08,-6.2222,-57.7528,80.98,64,100,2.15,overcast clouds
318,Podgornoye,RU,2021-10-11 01:18:08,51.735,39.1496,28.62,93,100,2.24,mist
319,Puri,IN,2021-10-11 01:18:09,19.8,85.85,81.12,80,47,8.88,scattered clouds
320,Gombong,ID,2021-10-11 01:18:09,-7.6072,109.5142,88.83,70,94,6.51,overcast clouds
321,Mackenzie,CA,2021-10-11 01:18:09,55.2999,-123.1698,43.02,56,75,4.61,broken clouds
322,Morant Bay,JM,2021-10-11 01:18:10,17.8815,-76.4093,82.02,79,58,4.56,broken clouds
323,Fort-Shevchenko,KZ,2021-10-11 01:18:10,44.5086,50.263,51.98,55,9,10.09,clear sky
324,Puerto Escondido,MX,2021-10-11 01:16:38,15.85,-97.0667,83.23,61,40,10.36,scattered clouds
325,Rio Grande,BR,2021-10-11 01:18:11,-32.035,-52.0986,63.95,78,41,19.89,scattered clouds
326,Ponta Do Sol,PT,2021-10-11 01:18:11,32.6667,-17.1,70.72,69,15,5.59,few clouds
327,Mikhaylovka,RU,2021-10-11 01:18:11,50.06,43.2379,43.07,59,78,4.54,broken clouds
328,Koroni,GR,2021-10-11 01:18:12,36.8,21.95,66.07,81,55,2.33,broken clouds
329,Havre-Saint-Pierre,CA,2021-10-11 01:18:12,50.2334,-63.5986,50.0,93,75,5.75,broken clouds
330,Bathsheba,BB,2021-10-11 01:18:12,13.2167,-59.5167,83.01,78,75,14.97,broken clouds
331,Pushchino,RU,2021-10-11 01:18:13,54.8339,37.6264,28.15,78,13,4.34,few clouds
332,Careiro Da Varzea,BR,2021-10-11 01:18:13,-3.2003,-59.8119,84.81,66,100,0.45,overcast clouds
333,East London,ZA,2021-10-11 01:18:13,-33.0153,27.9116,58.55,70,12,17.76,few clouds
334,Zhanjiang,CN,2021-10-11 01:18:14,21.2815,110.3427,80.85,82,100,10.2,overcast clouds
335,Emporia,US,2021-10-11 01:18:14,38.4039,-96.1817,59.2,94,90,4.61,mist
336,Mtwara,TZ,2021-10-11 01:18:14,-10.2667,40.1833,73.58,86,75,5.64,broken clouds
337,Rolla,US,2021-10-11 01:18:15,37.9514,-91.7713,75.51,57,1,1.99,clear sky
338,Altay,CN,2021-10-11 01:18:15,47.8667,88.1167,39.6,49,100,3.0,overcast clouds
339,Vardo,NO,2021-10-11 01:18:16,70.3705,31.1107,44.37,90,100,9.53,overcast clouds
340,Cairns,AU,2021-10-11 01:18:16,-16.9167,145.7667,90.95,56,40,5.75,scattered clouds
341,Primorsk,UA,2021-10-11 01:18:16,46.7348,36.3443,49.89,61,2,14.79,clear sky
342,Bereda,ES,2021-10-11 01:18:16,43.2686,-7.5406,51.01,100,51,4.74,broken clouds
343,Semey,KZ,2021-10-11 01:18:17,50.4111,80.2275,44.82,70,75,11.18,light rain
344,Abalak,RU,2021-10-11 01:18:17,58.1286,68.5944,25.88,78,2,1.61,clear sky
345,Meulaboh,ID,2021-10-11 01:18:17,4.1363,96.1285,77.77,82,100,2.46,overcast clouds
346,Santiago,CL,2021-10-11 01:14:14,-33.4569,-70.6483,65.28,54,0,6.91,clear sky
347,Lokosovo,RU,2021-10-11 01:18:18,61.1333,74.8167,27.41,71,18,6.69,few clouds
348,Sabha,LY,2021-10-11 01:18:18,27.0377,14.4283,74.91,14,4,9.48,clear sky
349,Svetlogorsk,BY,2021-10-11 01:18:19,52.6333,29.7333,36.79,70,18,3.8,few clouds
350,Faanui,PF,2021-10-11 01:18:19,-16.4833,-151.75,79.97,74,95,13.2,overcast clouds
351,Rawson,AR,2021-10-11 01:18:19,-43.3002,-65.1023,59.65,58,0,5.66,clear sky
352,Taksimo,RU,2021-10-11 01:18:20,56.3444,114.8794,33.96,71,30,1.21,scattered clouds
353,Xining,CN,2021-10-11 01:18:20,36.6167,101.7667,42.6,66,3,2.13,clear sky
354,Atar,MR,2021-10-11 01:18:20,20.5169,-13.0499,83.77,20,0,4.12,clear sky
355,Zhigansk,RU,2021-10-11 01:18:21,66.7697,123.3711,31.03,92,95,13.11,overcast clouds
356,Ovalle,CL,2021-10-11 01:18:21,-30.5983,-71.2003,59.83,51,3,2.39,clear sky
357,Thibodaux,US,2021-10-11 01:18:21,29.7958,-90.8229,78.98,85,3,6.51,clear sky
358,Waingapu,ID,2021-10-11 01:18:22,-9.6567,120.2641,84.42,52,39,4.74,scattered clouds
359,Oranjestad,AW,2021-10-11 01:18:22,12.524,-70.027,84.15,79,20,14.97,few clouds
360,Khatanga,RU,2021-10-11 01:18:22,71.9667,102.5,12.65,96,100,6.96,light snow
361,Makakilo City,US,2021-10-11 01:18:23,21.3469,-158.0858,82.72,61,75,12.66,broken clouds
362,Barao De Melgaco,BR,2021-10-11 01:18:23,-16.1944,-55.9675,90.12,51,75,4.03,broken clouds
363,Wanning,CN,2021-10-11 01:18:23,18.8003,110.3967,82.02,82,100,4.29,overcast clouds
364,Sistranda,NO,2021-10-11 01:18:24,63.7256,8.834,49.89,81,100,20.74,moderate rain
365,Hervey Bay,AU,2021-10-11 01:18:24,-25.2986,152.8535,82.04,66,46,14.9,scattered clouds
366,Cabo San Lucas,MX,2021-10-11 01:15:49,22.8909,-109.9124,87.51,77,20,9.22,few clouds
367,Loubomo,CG,2021-10-11 01:18:24,-4.1997,12.6739,72.23,85,100,3.09,overcast clouds
368,Chengam,IN,2021-10-11 01:18:25,12.3,78.8,75.67,86,100,4.72,overcast clouds
369,Chimbote,PE,2021-10-11 01:18:25,-9.0853,-78.5783,64.26,89,94,7.09,overcast clouds
370,Naze,JP,2021-10-11 01:18:25,28.3667,129.4833,83.32,87,100,16.89,overcast clouds
371,Sambava,MG,2021-10-11 01:18:26,-14.2667,50.1667,66.02,85,52,8.25,broken clouds
372,Sola,VU,2021-10-11 01:18:26,-13.8833,167.55,79.84,78,29,14.9,scattered clouds
373,Batagay-Alyta,RU,2021-10-11 01:18:26,67.8006,130.4114,26.49,74,48,2.35,scattered clouds
374,Lazaro Cardenas,MX,2021-10-11 01:18:27,17.9583,-102.2,80.02,87,19,5.57,few clouds
375,Ballina,AU,2021-10-11 01:18:27,-28.8667,153.5667,84.78,50,79,7.72,broken clouds
376,Pimentel,PE,2021-10-11 01:18:27,-6.8367,-79.9342,65.12,88,99,12.21,overcast clouds
377,Cordoba,AR,2021-10-11 01:17:53,-31.4135,-64.1811,60.24,88,20,3.0,few clouds
378,Chifeng,CN,2021-10-11 01:18:28,42.2683,118.9636,48.4,34,0,7.7,clear sky
379,Solnechnyy,RU,2021-10-11 01:18:28,50.7214,136.6319,43.43,68,100,10.33,overcast clouds
380,Yuli,NG,2021-10-11 01:18:28,9.6989,10.2744,74.07,93,100,3.38,overcast clouds
381,Cabedelo,BR,2021-10-11 01:18:29,-6.9811,-34.8339,77.67,77,14,9.69,few clouds
382,Odweyne,SO,2021-10-11 01:18:29,9.4092,45.064,73.8,66,100,5.77,light rain
383,Hambantota,LK,2021-10-11 01:18:29,6.1241,81.1185,79.74,82,99,18.01,moderate rain
384,Marabba,SD,2021-10-11 01:18:30,12.35,32.1833,78.55,70,100,10.78,overcast clouds
385,Popondetta,PG,2021-10-11 01:18:30,-8.7537,148.2534,73.78,99,100,2.01,overcast clouds
386,Aktash,RU,2021-10-11 01:18:30,50.3,87.7333,22.01,73,100,2.35,overcast clouds
387,Leningradskiy,RU,2021-10-11 01:18:31,69.3833,178.4167,24.08,93,100,3.74,overcast clouds
388,Uberaba,BR,2021-10-11 01:18:31,-19.7483,-47.9319,68.58,94,90,5.75,overcast clouds
389,Kahului,US,2021-10-11 01:18:31,20.8947,-156.47,83.46,79,40,26.46,scattered clouds
390,Juegang,CN,2021-10-11 01:18:32,32.3174,121.1855,68.92,84,100,20.92,light rain
391,Sanmenxia,CN,2021-10-11 01:18:32,34.7747,111.1814,49.82,82,100,3.69,overcast clouds
392,Korla,CN,2021-10-11 01:18:32,41.7597,86.1469,48.29,38,100,2.35,overcast clouds
393,Boralday,KZ,2021-10-11 01:18:33,43.3578,76.8594,40.86,87,90,6.71,overcast clouds
394,Bahia Blanca,AR,2021-10-11 01:18:33,-38.7196,-62.2724,61.16,55,3,9.17,clear sky
395,Boone,US,2021-10-11 01:18:33,39.0334,-92.3335,75.99,75,16,1.99,few clouds
396,Kununurra,AU,2021-10-11 01:18:33,-15.7667,128.7333,91.38,52,99,8.05,overcast clouds
397,Angoche,MZ,2021-10-11 01:18:34,-16.2325,39.9086,74.73,88,9,5.41,light rain
398,Srednekolymsk,RU,2021-10-11 01:18:34,67.45,153.6833,22.14,72,23,3.44,few clouds
399,Lasa,IT,2021-10-11 01:18:34,46.6166,10.7002,38.35,67,7,7.31,clear sky
400,Richards Bay,ZA,2021-10-11 01:18:35,-28.783,32.0377,62.01,62,96,2.93,overcast clouds
401,Concepcion Batres,SV,2021-10-11 01:18:35,13.35,-88.3667,83.98,90,77,1.72,broken clouds
402,Orizona,BR,2021-10-11 01:18:35,-17.0314,-48.2958,68.83,89,100,4.09,moderate rain
403,Constitucion,CL,2021-10-11 01:18:36,-35.3333,-72.4167,52.86,84,0,10.78,clear sky
404,Sao Gabriel Da Cachoeira,BR,2021-10-11 01:18:37,-0.1303,-67.0892,73.92,94,26,2.3,scattered clouds
405,Nieuw Amsterdam,SR,2021-10-11 01:18:37,5.8833,-55.0833,82.02,88,90,9.98,overcast clouds
406,Donskoye,RU,2021-10-11 01:18:38,45.4552,41.9741,50.13,81,6,13.87,clear sky
407,Eidsvag,NO,2021-10-11 01:18:38,62.7767,8.0668,48.85,91,100,5.17,overcast clouds
408,Vestmannaeyjar,IS,2021-10-11 01:18:38,63.4427,-20.2734,41.65,72,9,10.65,clear sky
409,Tuatapere,NZ,2021-10-11 01:18:39,-46.1333,167.6833,47.82,94,100,4.92,moderate rain
410,Alekseyevka,RU,2021-10-11 01:18:39,50.6309,38.6903,44.58,57,100,5.37,overcast clouds
411,Owensboro,US,2021-10-11 01:18:39,37.7742,-87.1133,78.78,69,1,9.22,clear sky
412,Husavik,IS,2021-10-11 01:18:40,66.0449,-17.3389,35.51,97,99,1.83,overcast clouds
413,Griffith,US,2021-10-11 01:18:40,41.5284,-87.4237,76.95,69,1,1.01,clear sky
414,Manzanillo,CU,2021-10-11 01:18:40,20.3433,-77.1167,78.21,80,0,7.9,clear sky
415,Santa Maria Del Oro,MX,2021-10-11 01:18:41,25.9333,-105.3667,71.13,35,0,10.8,clear sky
416,Cabinda,AO,2021-10-11 01:18:41,-5.55,12.2,75.36,82,100,9.15,overcast clouds
417,Te Anau,NZ,2021-10-11 01:18:41,-45.4167,167.7167,37.83,99,100,1.66,light rain
418,Mayumba,GA,2021-10-11 01:18:42,-3.432,10.6554,75.11,87,100,6.87,overcast clouds
419,Callaway,US,2021-10-11 01:18:42,30.153,-85.5699,77.0,72,1,1.01,clear sky
420,Mae Sai,TH,2021-10-11 01:18:42,20.4335,99.8762,74.52,97,100,1.34,overcast clouds
421,Lethem,GY,2021-10-11 01:18:43,3.3803,-59.7968,82.71,66,69,4.79,broken clouds
422,Nueva Loja,EC,2021-10-11 01:18:43,0.0847,-76.8828,73.06,96,91,1.81,overcast clouds
423,North Battleford,CA,2021-10-11 01:17:15,52.7834,-108.2847,50.4,53,40,8.05,scattered clouds
424,Malaya Purga,RU,2021-10-11 01:18:43,56.5567,53.0043,44.51,92,100,5.48,overcast clouds
425,Eidfjord,NO,2021-10-11 01:18:44,60.4675,7.0719,49.42,99,100,5.41,overcast clouds
426,Palu,ID,2021-10-11 01:18:44,-0.8917,119.8707,80.2,82,100,3.2,overcast clouds
427,Sibolga,ID,2021-10-11 01:18:44,1.7427,98.7792,78.57,82,95,1.21,overcast clouds
428,Santa Maria,BR,2021-10-11 01:15:49,-29.6842,-53.8069,63.55,93,100,8.23,overcast clouds
429,Marana,US,2021-10-11 01:18:45,32.4367,-111.2254,80.94,21,1,6.91,clear sky
430,Camalu,MX,2021-10-11 01:18:45,30.85,-116.0667,70.43,60,0,6.69,clear sky
431,Nuuk,GL,2021-10-11 01:18:45,64.1835,-51.7216,39.81,70,90,5.75,overcast clouds
432,Byron Bay,AU,2021-10-11 01:18:41,-28.65,153.6167,84.7,51,84,11.3,broken clouds
433,Velyka Bahachka,UA,2021-10-11 01:18:46,49.7912,33.7226,42.8,57,91,6.89,overcast clouds
434,Olafsvik,IS,2021-10-11 01:18:46,64.8945,-23.7142,40.12,62,66,2.37,broken clouds
435,Kismayo,SO,2021-10-11 01:18:46,-0.3582,42.5454,77.36,87,16,13.8,few clouds
436,Yulara,AU,2021-10-11 01:18:47,-25.2406,130.9889,64.24,48,0,18.41,clear sky
437,Sorong,ID,2021-10-11 01:18:47,-0.8833,131.25,84.72,69,100,5.3,overcast clouds
438,Bonavista,CA,2021-10-11 01:18:47,48.6499,-53.1147,43.12,76,24,23.64,few clouds
439,Bagdarin,RU,2021-10-11 01:18:48,54.4333,113.6,37.96,55,29,4.9,scattered clouds
440,Iturama,BR,2021-10-11 01:18:48,-19.7281,-50.1956,69.73,91,100,7.76,overcast clouds
441,San Antonio,US,2021-10-11 01:14:23,29.4241,-98.4936,86.9,76,1,3.0,clear sky
442,Antioch,TR,2021-10-11 01:18:49,36.2066,36.1572,62.42,44,8,1.54,clear sky
443,Dingle,PH,2021-10-11 01:18:49,10.9995,122.6711,80.53,87,100,13.38,overcast clouds
444,Fuerte Olimpo,PY,2021-10-11 01:18:49,-21.0415,-57.8738,74.3,95,58,4.7,broken clouds
445,Beringovskiy,RU,2021-10-11 01:18:49,63.05,179.3167,28.15,83,62,11.36,broken clouds
446,Radhanpur,IN,2021-10-11 01:18:50,23.8333,71.6,82.94,74,5,5.06,clear sky
447,Pisco,PE,2021-10-11 01:18:50,-13.7,-76.2167,62.65,82,0,4.61,clear sky
448,Narsaq,GL,2021-10-11 01:18:51,60.9167,-46.05,30.42,48,15,1.28,few clouds
449,Shingu,JP,2021-10-11 01:18:51,33.7333,135.9833,79.79,74,42,2.98,scattered clouds
450,Syamzha,RU,2021-10-11 01:18:51,60.0158,41.0614,43.83,82,100,7.78,overcast clouds
451,Petropavlovsk-Kamchatskiy,RU,2021-10-11 01:18:51,53.0452,158.6483,41.59,93,90,20.13,light intensity shower rain
452,Tabou,CI,2021-10-11 01:18:52,4.423,-7.3528,77.23,89,99,7.83,overcast clouds
453,Hobyo,SO,2021-10-11 01:18:52,5.3505,48.5268,78.71,87,51,14.72,broken clouds
454,Mount Isa,AU,2021-10-11 01:18:52,-20.7333,139.5,67.77,94,90,12.66,overcast clouds
455,Owando,CG,2021-10-11 01:18:53,-0.4819,15.8999,70.41,99,100,1.83,overcast clouds
456,Skibbereen,IE,2021-10-11 01:18:53,51.55,-9.2667,49.8,85,10,5.46,clear sky
457,Yumen,CN,2021-10-11 01:18:53,40.2833,97.2,39.07,29,6,13.02,clear sky
458,Kuytun,RU,2021-10-11 01:18:54,54.3419,101.5036,37.47,67,100,2.68,overcast clouds
459,Ambon,ID,2021-10-11 01:18:54,-3.6954,128.1814,84.34,84,20,3.44,few clouds
460,Warri,NG,2021-10-11 01:18:54,5.5167,5.75,76.08,94,97,3.0,overcast clouds
461,Maraa,BR,2021-10-11 01:18:55,-1.8333,-65.3667,77.25,75,11,2.33,few clouds
462,Alihe,CN,2021-10-11 01:18:55,50.5667,123.7167,44.8,62,0,6.33,clear sky
463,Oussouye,SN,2021-10-11 01:18:55,12.485,-16.5469,80.78,82,100,3.33,overcast clouds
464,Kilimatinde,TZ,2021-10-11 01:18:56,-5.85,34.95,68.67,62,96,5.99,overcast clouds
465,Qasigiannguit,GL,2021-10-11 01:18:57,68.8193,-51.1922,34.05,87,56,4.99,broken clouds
466,Taranagar,IN,2021-10-11 01:18:59,28.6709,75.0351,80.19,47,0,10.67,clear sky
467,Kavaratti,IN,2021-10-11 01:18:59,10.5669,72.642,82.45,81,100,16.24,overcast clouds
468,Southbridge,US,2021-10-11 01:18:59,42.0751,-72.0334,60.57,94,99,6.62,overcast clouds
469,Almaznyy,RU,2021-10-11 01:19:00,48.0448,40.045,46.54,69,7,7.83,clear sky
470,Vila Franca Do Campo,PT,2021-10-11 01:19:00,37.7167,-25.4333,72.01,87,100,10.87,overcast clouds
471,Nchelenge,ZM,2021-10-11 01:19:00,-9.3451,28.734,75.88,43,94,3.91,overcast clouds
